,日期時間,標題,連結
25,2022/08/26 22:48,快訊／美國聯準會主席鮑爾：繼續壓制通膨　未來將面臨一些痛苦,https://www.ettoday.net/news/20220826/2325458.htm
26,2022/08/26 22:40,統一、正新、華新麗華加碼投資　經部通過五大案投資額123億元,https://www.ettoday.net/news/20220826/2325457.htm
27,2022/08/26 22:35,外媒指台積電「吃電怪獸」　護國神山急澄清：用1度就替全球省4度,https://www.ettoday.net/news/20220826/2325456.htm
28,2022/08/26 22:06,百貨一級戰區買氣激增　微風信義之夜封館目標業績上看5.5億元,https://www.ettoday.net/news/20220826/2325442.htm
29,2022/08/26 20:46,萬海傳愛　捐贈亞利桑那州HopeKids社福機構,https://www.ettoday.net/news/20220826/2325427.htm
30,2022/08/26 20:27,禁團令將解除星宇航空擴大徵才迎接解封　呼籲旅客總量管制同步解除,https://www.ettoday.net/news/20220826/2325418.htm
31,2022/08/26 17:10,美食-KY美國市場同店成長樂觀　大陸市場營運第二季落底,https://www.ettoday.net/news/20220826/2325327.htm
32,2022/08/26 16:40,台泥綠能攜手雲品打造永續旅遊基地　紅葉谷綠能溫泉園區試營運,https://www.ettoday.net/news/20220826/2325301.htm
33,2022/08/26 16:30,7月景氣燈號連五綠　國發會：景氣擴張走緩,https://www.ettoday.net/news/20220826/2325297.htm
34,2022/08/26 16:21,男友硬買3000萬房逼問「妳要出多少？」她喊沒錢遭嗆：還不去創業,https://www.ettoday.net/news/20220826/2325206.htm
35,2022/08/26 16:11,防疫險拖累！中華車上半年虧損近40億　但看好下半年車市復甦商機　,https://www.ettoday.net/news/20220826/2325270.htm
36,2022/08/26 15:59,SCFI周跌8%創疫情以來最大跌幅　歐美進口商開始增加下單量有利第四季,https://www.ettoday.net/news/20220826/2325263.htm
37,2022/08/26 15:45,敏實旗下汽車零組件廠精確新廠訂單助攻　明年業績看倍增,https://www.ettoday.net/news/20220826/2325249.htm
38,2022/08/26 15:43,快訊／見凃姊淚崩！郭台銘心痛發聲　捐1000萬給家屬,https://www.ettoday.net/news/20220826/2325254.htm
39,2022/08/26 15:33,南染宣佈退出染整業務　轉型不動產租賃業務增加收益,https://www.ettoday.net/news/20220826/2325239.htm
40,2022/08/26 15:06,聯想號召台藝術家角逐「數位藝術競賽」　15萬現金直接抱回家！,https://www.ettoday.net/news/20220826/2325211.htm
41,2022/08/26 15:03,去ATM轉帳電費、網址能退款　台電：全都是詐騙,https://www.ettoday.net/news/20220826/2325213.htm
42,2022/08/26 14:58,晶片荒未解！裕隆下修今年車市至42萬台　新店裕隆城明年中開幕,https://www.ettoday.net/news/20220826/2325207.htm
43,2022/08/26 14:50,台達攜手科博館打造全新互動式展品　再推4場免費講座生動開講！,https://www.ettoday.net/news/20220826/2325193.htm
44,2022/08/26 14:44,出社會5年「男友月薪30K↓」　她淚喊分：我是他的2倍！兩派網吵翻,https://www.ettoday.net/news/20220826/2324849.htm
45,2022/08/26 14:35,漢來名人坊鮑魚宴攻高端餐飲　隱世名廚來台7天創造500萬營收,https://www.ettoday.net/news/20220826/2325176.htm
46,2022/08/26 13:39,台股收漲78點！解封概念航空、觀光股飆漲　周線終止連7紅,https://www.ettoday.net/news/20220826/2325121.htm
47,2022/08/26 13:32,超大型油輪運價兩周內倍數翻升　新興航運最補,https://www.ettoday.net/news/20220826/2325119.htm
48,2022/08/26 13:26,桃園航空城土地標出！股王藥華藥、星宇航空等7家指標廠　首波進駐,https://www.ettoday.net/news/20220826/2325117.htm
49,2022/08/26 13:01,iPhone 14鏡頭升級難敵市場未好轉！大立光遭降評　目標價不變,https://www.ettoday.net/news/20220826/2325096.htm
50,2022/08/26 12:48,穩交2年下月結婚！頂大男友媽「一聽她學歷」秒變臉：婚禮先延遲,https://www.ettoday.net/news/20220826/2324893.htm
51,2022/08/26 12:47,邏輯半導體需求疲軟「下修還未觸底」　美系外資看壞矽力、聯詠,https://www.ettoday.net/news/20220826/2325084.htm
52,2022/08/26 12:37,助航空產業客戶拓展市場　中菲行跨海護送輕型民航機,https://www.ettoday.net/news/20220826/2325070.htm
53,2022/08/26 12:19,油價可望降價「加油再等等！」　專家估汽油每公升降0.3元,https://www.ettoday.net/news/20220826/2325060.htm
54,2022/08/26 11:59,入職第一天！主管「勸1句話」妹子憂：我做不好嗎　過來人看懂了,https://www.ettoday.net/news/20220826/2324988.htm
55,2022/08/26 11:48,蘋果發表會星空邀請函「藏兩玄機」　分析師：可能有利大立光、聯發科,https://www.ettoday.net/news/20220826/2325036.htm
56,2022/08/26 11:28,外商壽險疼員工加碼特殊假！推「健康福祉日」　全員工放假1天,https://www.ettoday.net/news/20220826/2325014.htm
57,2022/08/26 11:22,享受貴婦生活！她求懷孕撇步「綁住富二代男友」：不想過以前生活,https://www.ettoday.net/news/20220826/2324887.htm
58,2022/08/26 10:54,國瑞汽車AFC智慧儲能案場啟用　2030年前將投10億元建置太陽能發電,https://www.ettoday.net/news/20220826/2324980.htm
59,2022/08/26 10:21,Fed動向牽動台股走勢　法人曝搶錢策略「網通、車用續輪漲」,https://www.ettoday.net/news/20220826/2324937.htm
60,2022/08/26 10:18,台積電恐成吃電大怪獸！　外媒估2025年會用掉台灣「八分之一總能源」,https://www.ettoday.net/news/20220826/2324932.htm
61,2022/08/26 10:17,年薪200萬「口袋卻空空」遭女友狠甩！工程師現況逆轉嗨：好快樂,https://www.ettoday.net/news/20220826/2324910.htm
62,2022/08/26 09:03,台股上漲逾120點！指數站上15300　台積電彈逾1%,https://www.ettoday.net/news/20220826/2324843.htm
63,2022/08/26 08:58,台股盤前焦點！電子、生技股續強　工業電腦倫飛虹堡研華成亮點,https://www.ettoday.net/news/20220826/2324846.htm
64,2022/08/26 08:38,安成生技EBS新藥完成美FDA EOP2會議　擬申請執行二、三期臨床！,https://www.ettoday.net/news/20220826/2324828.htm
65,2022/08/26 07:40,達人精挑「8檔台股+1檔美股ETF」　年賺17%,https://www.ettoday.net/news/20220826/2324813.htm
66,2022/08/26 07:15,達人傳女兒這5檔冷門好股　年化報酬率10％以上,https://www.ettoday.net/news/20220826/2324809.htm
67,2022/08/26 07:10,曹興誠放棄新加坡國籍、7月房貸餘額年增率8.64%　財經HOT 5一次看,https://www.ettoday.net/news/20220826/2324810.htm
68,2022/08/26 07:10,驗船中心技術研討會　聚焦重點檢查活動與國際航運趨勢,https://www.ettoday.net/news/20220826/2324786.htm
69,2022/08/26 07:00,全球搶單紓解庫存壓力　研華何春盛曝：台企應勇於挑戰一軍！,https://www.ettoday.net/news/20220826/2324806.htm
70,2022/08/26 07:00,歐洲港口塞港塞到有船舶候港長達36天　運價能不漲嗎,https://www.ettoday.net/news/20220826/2324783.htm
71,2022/08/26 06:23,電腦設備廠藍天本業持穩　看好旺季拉貨力道,https://www.ettoday.net/news/20220826/2324805.htm
72,2022/08/26 06:00,曹興誠穿防彈衣曝「已申請回歸中華民國籍」　豪言：只有三種死法,https://www.ettoday.net/news/20220826/2324782.htm
73,2022/08/26 05:34,幸運兒出爐！電阻廠天二今抽籤　承銷價26.95元、中籤率0.55%,https://www.ettoday.net/news/20220826/2324794.htm
74,2022/08/25 23:37,第一天當沖半小時爽賺10萬　少年股神百萬存款最終慘賠…剩113元,https://www.ettoday.net/news/20220825/2324756.htm
75,2022/08/25 23:21,曹興誠爆「已申請回歸中華民國籍」稱：要死在台灣,https://www.ettoday.net/news/20220825/2324753.htm
76,2022/08/25 22:46,大豐有線電視9月獨家上架Amazon Prime Video影音服務,https://www.ettoday.net/news/20220825/2324737.htm
77,2022/08/25 20:38,Insurers Day 2.0綠色保險研討會　厚植綠色保險本土化量能,https://www.ettoday.net/news/20220825/2324687.htm
78,2022/08/25 20:12,癌症新希望！路迦「細胞治療技術」獲品牌金舶獎肯定,https://www.ettoday.net/news/20220825/2324680.htm
79,2022/08/25 19:59,新版旅平險9月1號上路　突發疾病及旅遊不便險不賠新冠,https://www.ettoday.net/news/20220825/2324667.htm
80,2022/08/25 19:50,橘焱胡同多品牌策略發威　日本米其林一星鰻魚飯將登台搶市,https://www.ettoday.net/news/20220825/2324672.htm
81,2022/08/25 19:47,IDC曝：亞太5G服務市場狂漲　估2026年將達2千億、CAGR 137%,https://www.ettoday.net/news/20220825/2324671.htm
82,2022/08/25 19:35,低碳水泥時代來臨　亞泥估2030年前墁砌水泥出貨30萬噸,https://www.ettoday.net/news/20220825/2324669.htm
83,2022/08/25 19:16,二哥、姊夫參與增資代表認同星宇航空　如果張國華投資星宇也歡迎,https://www.ettoday.net/news/20220825/2324663.htm
84,2022/08/25 19:14,第四屆品牌金舶獎31家獲獎　商總攜手企業組國家隊打天下,https://www.ettoday.net/news/20220825/2324665.htm
85,2022/08/25 19:12, 7月房貸餘額年增率　創19個月新低,https://www.ettoday.net/news/20220825/2324656.htm
86,2022/08/25 19:09,特斯拉股票將「一拆三」　拆分後一股不到300美元將更好入手,https://www.ettoday.net/news/20220825/2324662.htm
87,2022/08/25 19:04,先探／謝金河：全球股市走出不同格局,https://www.ettoday.net/news/20220825/2324349.htm
88,2022/08/25 18:55,上銀自動化展秀4大亮點　搶攻「工業4.0」投入智慧製造,https://www.ettoday.net/news/20220825/2324658.htm
89,2022/08/25 18:12,00878搶當零股交易王！今終創「千億」規模　小資族心頭好,https://www.ettoday.net/news/20220825/2324545.htm
90,2022/08/25 17:53,先探／美國內需消費現狀比想像中強,https://www.ettoday.net/news/20220825/2324359.htm
91,2022/08/25 17:49,台聚坦言Q3銷量有壓　估Q4需求回升,https://www.ettoday.net/news/20220825/2324575.htm
92,2022/08/25 17:38,先探／氮化鎵碳化矽類股風生水起,https://www.ettoday.net/news/20220825/2324356.htm
93,2022/08/25 17:31,「風格生活　星展隨行」網路活動倒數最後兩天！,https://www.ettoday.net/news/20220825/2320066.htm
94,2022/08/25 17:29,現賺2.85萬紅包！汎銓31日掛牌　申購中籤率僅0.63％,https://www.ettoday.net/news/20220825/2324601.htm
95,2022/08/25 16:59,下班注意！大雨持續轟炸　台北市四區域列「淹水一級警戒」,https://www.ettoday.net/news/20220825/2324569.htm
96,2022/08/25 16:51,快訊／大雷雨狂轟北北桃！　原能會曝：核一、核二廠現況,https://www.ettoday.net/news/20220825/2324564.htm
97,2022/08/25 16:41,基本工資喊漲！　商總許舒博：計算方式對資方不公平,https://www.ettoday.net/news/20220825/2324544.htm
98,2022/08/25 16:19,下大雨又停電！新北新店1.7萬戶停電　台電：雷擊打到高壓線路,https://www.ettoday.net/news/20220825/2324529.htm
99,2022/08/25 16:07,四維航二手船、他航新造船或合資船都考慮　看好替代市場與戰後重建商機　,https://www.ettoday.net/news/20220825/2324511.htm
100,2022/08/25 16:02,秒殺系五星鐵道「鳴日號」黃金檔期釋出！CUBE卡友手刀刷起來,https://www.ettoday.net/news/20220825/2323475.htm
101,2022/08/25 15:30,晶片業遇10年大蕭條...台積電「被跪求」這件事！網看傻：笑死人,https://www.ettoday.net/news/20220825/2324148.htm
102,2022/08/25 15:26,迎戰散裝航運雜音　四維航董座曝「距離歷史低點還遠」,https://www.ettoday.net/news/20220825/2324471.htm
103,2022/08/25 15:19,日本重啟核電、重慶限電！　經長王美花保證「國內穩定供電」,https://www.ettoday.net/news/20220825/2324464.htm
104,2022/08/25 15:12,聖暉、朋億不受通膨升溫影響　在手訂單金額雙創歷史新高　,https://www.ettoday.net/news/20220825/2324461.htm
105,2022/08/25 15:04,先探／反彈到頂了嗎？　人棄我取抓住黃金買賣點,https://www.ettoday.net/news/20220825/2324354.htm
106,2022/08/25 14:47,三分鐘存基金／超過3千檔基金　如何挑選適合自己的標的？,https://www.ettoday.net/news/20220825/2324434.htm
107,2022/08/25 14:47,受惠伺服器出貨成長與價格上升　Q2原廠Enterprise SSD總營收季增31%,https://www.ettoday.net/news/20220825/2324422.htm
108,2022/08/25 14:44,先探／零庫存好產業,https://www.ettoday.net/news/20220825/2324348.htm
109,2022/08/25 14:11,重慶突延長限電！截止期「另行通知」　台商急改1招應變硬撐,https://www.ettoday.net/news/20220825/2324376.htm
