,日期時間,標題,連結
58,2022/08/27 18:14,聽到開刀抱緊秀秀！阿嬤各發500給2毛孫壓驚當零用錢　她傻：我呢,https://www.ettoday.net/news/20220827/2325864.htm
59,2022/08/27 18:14,賽前找餅總道歉　蔡鎮宇跑壘跌倒：有人推我一把,https://www.ettoday.net/news/20220827/2325856.htm
60,2022/08/27 18:13,結婚5年沒小孩！她狂被老公嫌生不出　怒找小王一做「懷孕了」,https://www.ettoday.net/news/20220827/2325847.htm
61,2022/08/27 18:08,老公月薪3萬多「養活1家五口」　妻驚又懷孕！網挺：全台灣感謝妳,https://www.ettoday.net/news/20220827/2325610.htm
62,2022/08/27 18:07,台人「胃食道逆流」盛行率15.7%！避雷菜單曝　高麗菜、洋蔥少碰,https://www.ettoday.net/news/20220827/2323229.htm
63,2022/08/27 18:05,趙小僑育嬰「自製表格」寫超詳細紀錄！　劉亮佐：讚嘆又感動,https://www.ettoday.net/news/20220827/2325860.htm
64,2022/08/27 18:05,快訊／雨區擴大！雨彈再炸「12縣市大雨特報」　防雷擊強陣風,https://www.ettoday.net/news/20220827/2325804.htm
65,2022/08/27 18:02,武界一線天驚魂！獨力救回19人　勇村長曝疑點：那裡路徑很明顯,https://www.ettoday.net/news/20220827/2325862.htm
66,2022/08/27 18:01,兄弟第一指名鄭浩均二軍亮相　林威助談規劃,https://www.ettoday.net/news/20220827/2325834.htm
67,2022/08/27 18:00,回饋超有感！網友最愛「超商／賣場APP功能TOP10」出爐了,https://www.ettoday.net/news/20220827/2323403.htm
68,2022/08/27 17:59,今晚變天！微弱北風報到挾水氣　猛烈雨彈明開轟「降雨熱區曝」,https://www.ettoday.net/news/20220827/2325865.htm
69,2022/08/27 17:58,力麗與經濟部簽定行政契約　開發300MW離岸風力！,https://www.ettoday.net/news/20220827/2325849.htm
70,2022/08/27 17:58,亞洲50最佳街頭小吃出爐！台灣3國民美食上榜　CNN：沒試過就不完整,https://www.ettoday.net/news/20220827/2325829.htm
71,2022/08/27 17:57,台東+272！衛生局籲孩童儘快完成疫苗接種,https://www.ettoday.net/news/20220827/2325850.htm
72,2022/08/27 17:53,吃胖就有700萬！美女網紅演真人秀「胖13kg腫一倍」連扣子都繃開,https://www.ettoday.net/news/20220827/2325857.htm
73,2022/08/27 17:52,遭蟲吻依然Q彈香甜　1.5萬斤文旦滯銷...獨眼老農降價賣只求回本,https://www.ettoday.net/news/20220827/2325851.htm
74,2022/08/27 17:50,S2O直擊／辣妹等嘸CL「反正不能退」還是來了　猛男網紅揪團12人看帥哥,https://www.ettoday.net/news/20220827/2325855.htm
75,2022/08/27 17:47,蔣萬安稱「正藍軍」挨批思想封建　她嗆：比黃珊珊誠實多了,https://www.ettoday.net/news/20220827/2325858.htm
76,2022/08/27 17:46,室友在咿咿啊啊！她一聽「熟悉震動」崩潰了：我的電動牙刷,https://www.ettoday.net/news/20220827/2325689.htm
77,2022/08/27 17:42,19歲少年偷瑪莎拉蒂被判10年！法院揭露：根本沒駕照「還請代駕」,https://www.ettoday.net/news/20220827/2325852.htm
78,2022/08/27 17:42,臨時接到先發通知　陳冠宇搶回輪值：先鞏固心態,https://www.ettoday.net/news/20220827/2325843.htm
79,2022/08/27 17:39,哥哥做錯事「罰跪神明廳」黑狗妹義氣相挺　一起呆萌坐下陪反省,https://www.ettoday.net/news/20220827/2325554.htm
80,2022/08/27 17:37,他分析柯文哲選總統1優勢　主推「白藍合」必當選,https://www.ettoday.net/news/20220827/2325813.htm
81,2022/08/27 17:33,Josh為兄弟開球：味全龍加油　葉總笑了拍拍手,https://www.ettoday.net/news/20220827/2325845.htm
82,2022/08/27 17:32,主管上班看A片「螢幕一片肉色」！　她目睹震驚：形象慢慢崩壞,https://www.ettoday.net/news/20220827/2325817.htm
83,2022/08/27 17:32,醫揭2原因：水果飯後吃更好！　減肥少吃「這1種」,https://www.ettoday.net/news/20220827/2324894.htm
84,2022/08/27 17:30,進房見老公「擁小三甜睡」　她默默關門成全：我去沙發躺,https://www.ettoday.net/news/20220827/2325601.htm
85,2022/08/27 17:23,上班族員工福利滿意度僅5.4分！　求職平台點出致勝關鍵,https://www.ettoday.net/news/20220827/2325841.htm
86,2022/08/27 17:23,長榮芭比Q了！台北港卸櫃7貨櫃掉落　凹扁變形驚人畫面曝光,https://www.ettoday.net/news/20220827/2325840.htm
87,2022/08/27 17:22,平台「浪LIVE」健身企劃大PK！請來AKB48甩香汗　5萬紅包獎落誰家,https://www.ettoday.net/news/20220827/2325842.htm
88,2022/08/27 17:22,腦麻童2歲前只能貼地爬！用機器人學站立　牽父手「走」進媽祖遶境,https://www.ettoday.net/news/20220827/2325701.htm
89,2022/08/27 17:18,菲律賓渡輪「火燒船」影片曝　父親怕2孩子燒死！直接推下海,https://www.ettoday.net/news/20220827/2325790.htm
90,2022/08/27 17:15,曾仁和手指腫脹降二軍　陳冠宇回歸先發行列,https://www.ettoday.net/news/20220827/2325833.htm
91,2022/08/27 17:10,桃警擴大臨檢...又見一整排辣腿　「請朋友擦鞋」男跳桌藏毒露餡,https://www.ettoday.net/news/20220827/2325819.htm
92,2022/08/27 17:06,「客人不見了！」被指承包清水公所員工旅遊　立榮旅行社負責人喊冤,https://www.ettoday.net/news/20220827/2325820.htm
93,2022/08/27 17:05,同淪小三！女星力挺古力娜扎喊「當年我沒勇氣」　陸網傻眼：妳是被抓姦,https://www.ettoday.net/news/20220827/2325837.htm
94,2022/08/27 17:04,中美簽署審計監管合作協議　中概股下市危機有望解決,https://www.ettoday.net/news/20220827/2325838.htm
95,2022/08/27 17:04,西武吳念庭近5戰4場雙安　火腿洋投「無安打完封」軟銀,https://www.ettoday.net/news/20220827/2325836.htm
96,2022/08/27 17:04,親見「女童被母路邊丟包」　穆熙妍站5m遠陪伴心疼：後悔就來不及,https://www.ettoday.net/news/20220827/2325808.htm
97,2022/08/27 17:03,沒變綠燈就衝「祖孫2人撞飛翻滾多圈」倒地不動　路人嚇壞急報警,https://www.ettoday.net/news/20220827/2325825.htm
98,2022/08/27 17:03,前副總統陳建仁稱Omicron「是被祝福的病毒」　兩大原因曝,https://www.ettoday.net/news/20220827/2325831.htm
99,2022/08/27 17:00,日籍主廚把關！台北高CP值生魚片份量大器　下酒聊天首選透抽兩吃,https://www.ettoday.net/news/20220827/2319147.htm
100,2022/08/27 16:55,羅昂身體有狀況　重返一軍計畫被迫延後,https://www.ettoday.net/news/20220827/2325827.htm
101,2022/08/27 16:53,不只「富羣公司」？　藍營再爆：蔡適應團隊有第二家破億台水包商,https://www.ettoday.net/news/20220827/2325830.htm
102,2022/08/27 16:53,住宿下殺21折、餐券最低69折　寒舍集團秋季線上旅展開跑,https://www.ettoday.net/news/20220827/2325818.htm
103,2022/08/27 16:53,生火撐一夜拼命往回走　公所員工：看到直升機真的很高興！,https://www.ettoday.net/news/20220827/2325815.htm
104,2022/08/27 16:52,乖乖隔離變加班！S2O唯一抵台大咖　前一天突變代打「演出時間x3」,https://www.ettoday.net/news/20220827/2325828.htm
105,2022/08/27 16:52,麥力德單局爆5分自認太倚賴單一球種　週末繼續牛棚待命,https://www.ettoday.net/news/20220827/2325826.htm
106,2022/08/27 16:48,夏季收心操：讓肌膚迅速白皙的3個祕訣　「痘印濕敷法」超有效,https://www.ettoday.net/news/20220827/2325822.htm
107,2022/08/27 16:47,百貨改裝新櫃登場吸客　秋季新時尚＋家居美學提前備戰周年慶,https://www.ettoday.net/news/20220827/2325821.htm
108,2022/08/27 16:46,談兩岸經濟交流　國台辦新副主任潘賢掌：台商朋友要更堅定信心,https://www.ettoday.net/news/20220827/2325797.htm
